gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,ENTREZID
TNFRSF1A,1.87E-75,0.307767803,0.837,0.493,4.19E-71,Myeloid,7132
TNFRSF1A,8.61E-91,0.284190114,0.829,0.478,1.93E-86,MPP-pre-MC,7132
EVL,9.15E-91,0.283942741,0.837,0.488,2.05E-86,MPP-pre-MC,51466
SNHG19,1.40E-53,0.270635243,0.856,0.565,3.14E-49,Myeloid,100507303
SNHG19,1.38E-90,0.300923017,0.886,0.546,3.10E-86,MPP-pre-MC,100507303
CYBA,4.10E-84,0.348936726,0.971,0.81,9.18E-80,MPP-pre-MC,1535
CYBA,3.93E-159,0.807599682,0.975,0.816,8.79E-155,Myeloid,1535
EEF2,5.64E-84,0.313012545,0.988,0.969,1.26E-79,MPP-pre-MC,1938
MFNG,9.02E-84,0.258673025,0.851,0.504,2.02E-79,MPP-pre-MC,4242
TEX30,5.08E-77,0.335062655,0.76,0.473,1.14E-72,MPP-pre-MC,93081
DGKZ,2.61E-57,0.252443369,0.802,0.494,5.84E-53,Myeloid,8525
DGKZ,1.36E-75,0.257113822,0.799,0.481,3.05E-71,MPP-pre-MC,8525
APEX1,8.20E-74,0.297392174,0.977,0.884,1.83E-69,MPP-pre-MC,328
EIF3E,6.02E-73,0.304033378,0.979,0.944,1.35E-68,MPP-pre-MC,3646
CCNI,9.86E-73,0.28761581,0.975,0.914,2.21E-68,MPP-pre-MC,10983
YDJC,1.02E-70,0.254896309,0.879,0.612,2.28E-66,MPP-pre-MC,150223
YDJC,4.36E-72,0.348949301,0.887,0.623,9.76E-68,Myeloid,150223
PEBP1,1.66E-70,0.314020076,0.964,0.805,3.73E-66,MPP-pre-MC,5037
PEBP1,8.50E-60,0.344553238,0.94,0.815,1.90E-55,Myeloid,5037
NOP53,2.30E-68,0.281041844,0.971,0.894,5.15E-64,MPP-pre-MC,29997
EVA1B,2.52E-65,0.282125011,0.934,0.726,5.64E-61,MPP-pre-MC,55194
HIGD2A,9.97E-65,0.251174347,0.968,0.868,2.23E-60,MPP-pre-MC,192286
HIGD2A,7.23E-52,0.272199172,0.97,0.872,1.62E-47,Myeloid,192286
CXXC5,4.01E-64,0.260598044,0.896,0.639,8.98E-60,MPP-pre-MC,51523
RPS4Y1,7.35E-64,0.276160961,0.979,0.936,1.65E-59,MPP-pre-MC,6192
MEST,2.21E-63,0.282885521,0.893,0.658,4.95E-59,MPP-pre-MC,4232
LY6E,1.54E-62,0.27210158,0.971,0.847,3.46E-58,MPP-pre-MC,4061
OXA1L,1.67E-62,0.254163796,0.933,0.731,3.73E-58,MPP-pre-MC,5018
NHP2,9.53E-59,0.260115112,0.967,0.872,2.13E-54,MPP-pre-MC,55651
NHP2,3.70E-69,0.365225635,0.962,0.877,8.29E-65,Myeloid,55651
CELF2,1.40E-58,0.26354508,0.927,0.699,3.12E-54,MPP-pre-MC,10659
MZT2A,5.45E-90,0.400207264,0.97,0.825,1.22E-85,Myeloid,653784
MZT2A,5.98E-58,0.280822106,0.973,0.817,1.34E-53,MPP-pre-MC,653784
XBP1,3.71E-57,0.281198655,0.855,0.597,8.30E-53,MPP-pre-MC,7494
XBP1,3.90E-71,0.416263987,0.868,0.607,8.72E-67,Myeloid,7494
NME4,2.57E-61,0.379300774,0.957,0.876,5.74E-57,Myeloid,4833
NME4,1.70E-54,0.281885773,0.973,0.87,3.81E-50,MPP-pre-MC,4833
MT1E,4.15E-33,0.275439649,0.474,0.265,9.28E-29,MPP-pre-MC,4493
S100A9,0,3.279714386,0.868,0.203,0,Myeloid,6280
S100B,0,1.16095814,0.73,0.078,0,Myeloid,6285
PLAC8,0,0.967888991,0.677,0.08,0,Myeloid,51316
CEBPD,0,0.893699591,0.87,0.162,0,Myeloid,1052
RNASE2,0,0.784080733,0.705,0.02,0,Myeloid,6036
C1orf162,0,0.724754248,0.713,0.041,0,Myeloid,128346
CEBPA,0,0.578089267,0.709,0.074,0,Myeloid,1050
PRAM1,0,0.573799612,0.741,0.099,0,Myeloid,84106
CEBPE,0,0.467077919,0.457,0.017,0,Myeloid,1053
SNX10,0,0.433511744,0.675,0.046,0,Myeloid,29887
HRH2,0,0.40924005,0.522,0.016,0,Myeloid,3274
TRGC1,0,0.401929952,0.543,0.027,0,Myeloid,6966
IL6R,0,0.380368133,0.599,0.036,0,Myeloid,3570
CYBB,4.15E-307,0.331565581,0.382,0.011,9.28E-303,Myeloid,1536
CSTA,7.22E-307,0.281663,0.321,0.003,1.62E-302,Myeloid,1475
ITGB2,1.45E-305,0.671481328,0.809,0.156,3.23E-301,Myeloid,3689
CD48,2.23E-299,0.492718368,0.684,0.089,4.99E-295,Myeloid,962
NKG7,1.75E-297,0.586581996,0.654,0.084,3.91E-293,Myeloid,4818
KIAA0930,3.78E-295,0.41169904,0.682,0.096,8.45E-291,Myeloid,23313
MS4A3,3.26E-282,1.162620796,0.722,0.136,7.30E-278,Myeloid,932
TSPOAP1,1.79E-276,0.273803845,0.433,0.026,4.01E-272,Myeloid,9256
LAIR1,1.21E-259,0.515094727,0.726,0.136,2.71E-255,Myeloid,3903
CSF3R,3.94E-259,0.392053723,0.603,0.081,8.83E-255,Myeloid,1441
NCF1,9.01E-258,0.44497173,0.369,0.017,2.02E-253,Myeloid,653361
MPO,1.03E-249,2.928310522,0.832,0.268,2.31E-245,Myeloid,4353
RASSF4,2.35E-243,0.272322453,0.427,0.032,5.27E-239,Myeloid,83937
CFD,3.38E-243,0.422917252,0.52,0.061,7.57E-239,Myeloid,1675
AZU1,3.42E-240,1.46816968,0.535,0.07,7.65E-236,Myeloid,566
RGL4,8.85E-239,0.45440579,0.422,0.033,1.98E-234,Myeloid,266747
IMPA2,8.90E-239,0.369269031,0.688,0.127,1.99E-234,Myeloid,3613
RAB27A,7.41E-235,0.336119125,0.652,0.111,1.66E-230,Myeloid,5873
EVI2B,1.29E-232,0.307666109,0.503,0.055,2.89E-228,Myeloid,2124
GLIPR1,5.58E-229,0.350570797,0.561,0.075,1.25E-224,Myeloid,11010
S100A8,3.39E-220,2.745090307,0.569,0.094,7.59E-216,Myeloid,6279
ASGR2,4.57E-219,0.328401761,0.344,0.02,1.02E-214,Myeloid,433
PARVG,3.94E-217,0.288583752,0.611,0.1,8.82E-213,Myeloid,64098
CD302,1.64E-216,0.28404559,0.635,0.108,3.66E-212,Myeloid,9936
PRTN3,2.53E-208,2.862234646,0.673,0.164,5.66E-204,Myeloid,5657
MS4A6A,8.18E-208,0.469502335,0.289,0.012,1.83E-203,Myeloid,64231
TENT5A,7.76E-205,0.699689002,0.707,0.181,1.74E-200,Myeloid,55603
LSP1,3.10E-204,0.622700294,0.359,0.027,6.94E-200,Myeloid,4046
CSF1R,1.07E-196,0.31538666,0.556,0.091,2.39E-192,Myeloid,1436
PLPPR3,7.86E-193,0.418152153,0.543,0.096,1.76E-188,Myeloid,79948
FAM107B,4.12E-191,0.321256168,0.641,0.133,9.22E-187,Myeloid,83641
S100P,7.77E-190,0.44157191,0.397,0.041,1.74E-185,Myeloid,6286
THEMIS2,6.88E-189,0.267958835,0.49,0.07,1.54E-184,Myeloid,9473
RETN,8.41E-187,0.316435205,0.248,0.009,1.88E-182,Myeloid,56729
SYNGR1,9.68E-187,0.314430191,0.529,0.089,2.17E-182,Myeloid,9145
SAMHD1,2.85E-185,0.539883346,0.512,0.086,6.37E-181,Myeloid,25939
CITED4,1.24E-180,0.255706795,0.461,0.066,2.77E-176,Myeloid,163732
FCN1,2.77E-180,0.403390239,0.214,0.005,6.20E-176,Myeloid,2219
IL17RA,4.12E-180,0.346826794,0.616,0.134,9.22E-176,Myeloid,23765
LYZ,1.41E-179,2.221445008,0.854,0.379,3.16E-175,Myeloid,4069
RASSF2,2.04E-179,0.26293701,0.592,0.118,4.57E-175,Myeloid,9770
SDF2L1,8.82E-179,1.077623743,0.955,0.726,1.97E-174,Myeloid,23753
LITAF,2.21E-177,0.423253562,0.543,0.099,4.94E-173,Myeloid,9516
GLRX,4.28E-174,0.867875005,0.949,0.534,9.59E-170,Myeloid,2745
ABI3,2.17E-173,0.345474474,0.325,0.027,4.86E-169,Myeloid,51225
SH3KBP1,7.78E-173,0.378705794,0.766,0.225,1.74E-168,Myeloid,30011
MNDA,1.47E-166,0.325048591,0.187,0.003,3.30E-162,Myeloid,4332
EFHD2,1.18E-164,0.456545243,0.813,0.313,2.64E-160,Myeloid,79180
TMEM243,2.21E-163,0.310650925,0.577,0.125,4.94E-159,Myeloid,79161
LAT2,3.91E-161,0.37807457,0.607,0.139,8.76E-157,Myeloid,7462
FNDC3B,2.72E-159,0.306770248,0.601,0.142,6.09E-155,Myeloid,64778
CTSG,1.26E-158,0.271325422,0.302,0.026,2.82E-154,Myeloid,1511
CALHM6,7.93E-158,0.357086764,0.611,0.146,1.78E-153,Myeloid,441168
RAB5IF,2.30E-152,0.607947066,0.966,0.798,5.15E-148,Myeloid,55969
PAK1,5.59E-152,0.497748484,0.718,0.241,1.25E-147,Myeloid,5058
CALR,1.61E-151,1.103935014,0.964,0.898,3.60E-147,Myeloid,811
VSIR,2.14E-147,0.40358752,0.696,0.212,4.80E-143,Myeloid,64115
JAML,6.11E-144,0.417071504,0.465,0.084,1.37E-139,Myeloid,120425
LYST,1.25E-142,0.41057034,0.682,0.215,2.80E-138,Myeloid,1130
LRPAP1,4.29E-142,0.585254782,0.911,0.553,9.59E-138,Myeloid,4043
MYDGF,5.17E-140,0.624330476,0.955,0.793,1.16E-135,Myeloid,56005
PRSS57,1.27E-134,0.343850067,0.342,0.046,2.84E-130,Myeloid,400668
SMCO4,3.84E-134,0.273061049,0.631,0.178,8.60E-130,Myeloid,56935
TSPO,1.10E-130,0.840855648,0.762,0.329,2.47E-126,Myeloid,706
SUSD3,1.02E-129,0.47618738,0.847,0.362,2.29E-125,Myeloid,203328
RPL39L,5.65E-127,0.297315404,0.692,0.22,1.27E-122,Myeloid,116832
MTDH,1.08E-126,0.655786336,0.945,0.852,2.42E-122,Myeloid,92140
BRI3BP,5.11E-125,0.414697679,0.817,0.354,1.14E-120,Myeloid,140707
SNRNP25,1.90E-124,0.557417127,0.951,0.793,4.24E-120,Myeloid,79622
TMIGD3,3.13E-119,0.307243061,0.268,0.029,6.99E-115,Myeloid,57413
MSRB1,4.18E-116,0.623192192,0.851,0.473,9.36E-112,Myeloid,51734
COX8A,5.20E-113,0.388751826,0.991,0.956,1.16E-108,Myeloid,1351
CEBPB,1.75E-108,0.481207923,0.86,0.482,3.92E-104,Myeloid,1051
AGPAT2,2.72E-106,0.464459087,0.881,0.569,6.08E-102,Myeloid,10555
TMA7,5.05E-106,0.334656805,0.994,0.971,1.13E-101,Myeloid,51372
UQCR10,1.04E-104,0.389564642,0.992,0.955,2.33E-100,Myeloid,29796
RGS19,5.24E-103,0.457224692,0.881,0.506,1.17E-98,Myeloid,10287
MFSD10,5.88E-100,0.411131187,0.853,0.477,1.32E-95,Myeloid,10227
PHF19,4.89E-99,0.379579777,0.849,0.462,1.09E-94,Myeloid,26147
CRELD2,1.15E-98,0.482280226,0.783,0.395,2.58E-94,Myeloid,79174
ATP5MC1,1.92E-98,0.460857355,0.974,0.912,4.30E-94,Myeloid,516
MRPL23,5.59E-98,0.420092258,0.938,0.755,1.25E-93,Myeloid,6150
GTF3A,6.68E-98,0.462250378,0.964,0.861,1.49E-93,Myeloid,2971
MMP9,1.58E-97,0.454363751,0.217,0.024,3.54E-93,Myeloid,4318
COLGALT1,1.02E-95,0.25666659,0.692,0.29,2.29E-91,Myeloid,79709
CCL2,3.17E-95,0.947511669,0.365,0.079,7.10E-91,Myeloid,6347
NINJ1,6.67E-95,0.2703896,0.588,0.203,1.49E-90,Myeloid,4814
SAPCD2,5.82E-94,0.268402256,0.535,0.169,1.30E-89,Myeloid,89958
TMEM147,3.70E-93,0.473118655,0.921,0.777,8.27E-89,Myeloid,10430
RILPL2,1.38E-91,0.402011572,0.9,0.59,3.09E-87,Myeloid,196383
JTB,8.86E-91,0.408494002,0.958,0.887,1.98E-86,Myeloid,10899
CISD3,5.60E-90,0.393079876,0.809,0.482,1.25E-85,Myeloid,284106
SIVA1,7.66E-90,0.419743319,0.949,0.85,1.71E-85,Myeloid,10572
METTL26,1.06E-89,0.438100575,0.949,0.803,2.38E-85,Myeloid,84326
MCRIP2,3.82E-89,0.373367713,0.836,0.495,8.55E-85,Myeloid,84331
IMPDH1,1.99E-88,0.251535328,0.641,0.252,4.46E-84,Myeloid,3614
MRPS12,2.34E-84,0.465464194,0.936,0.79,5.23E-80,Myeloid,6183
IKZF1,5.53E-84,0.263920151,0.713,0.314,1.24E-79,Myeloid,10320
RNF130,4.06E-83,0.309618201,0.76,0.384,9.10E-79,Myeloid,55819
PTPRE,5.90E-83,0.26498802,0.442,0.129,1.32E-78,Myeloid,5791
IRF2BP2,9.75E-82,0.387124477,0.832,0.568,2.18E-77,Myeloid,359948
PYGL,2.80E-81,0.256572751,0.611,0.236,6.26E-77,Myeloid,5836
NDUFAF8,9.55E-81,0.397424974,0.953,0.867,2.14E-76,Myeloid,284184
IFNGR2,3.56E-80,0.256340245,0.673,0.296,7.96E-76,Myeloid,3460
BID,5.10E-80,0.412388673,0.881,0.598,1.14E-75,Myeloid,637
LBR,9.13E-80,0.294847301,0.864,0.51,2.04E-75,Myeloid,3930
PRELID1,2.25E-78,0.423099435,0.981,0.912,5.05E-74,Myeloid,27166
CMTM7,6.39E-78,0.26070054,0.715,0.334,1.43E-73,Myeloid,112616
TYMP,6.65E-78,0.380706852,0.756,0.395,1.49E-73,Myeloid,1890
TOMM7,9.72E-76,0.301901668,0.981,0.932,2.17E-71,Myeloid,54543
SLC25A19,1.48E-75,0.25601322,0.607,0.26,3.31E-71,Myeloid,60386
FTL,2.49E-75,0.580385363,0.998,0.995,5.58E-71,Myeloid,2512
BASP1,3.09E-75,0.466494955,0.749,0.454,6.91E-71,Myeloid,10409
CKLF,1.32E-74,0.393588552,0.945,0.776,2.95E-70,Myeloid,51192
SS18L2,3.73E-73,0.352081569,0.919,0.728,8.35E-69,Myeloid,51188
DCTPP1,7.95E-73,0.430179206,0.922,0.737,1.78E-68,Myeloid,79077
TXNL4A,3.10E-72,0.369650689,0.953,0.836,6.93E-68,Myeloid,10907
RAB31,7.95E-72,0.363327672,0.904,0.608,1.78E-67,Myeloid,11031
CHPT1,3.52E-71,0.280506211,0.745,0.411,7.87E-67,Myeloid,56994
ATP6V0B,4.48E-71,0.386893024,0.941,0.825,1.00E-66,Myeloid,533
PRR13,6.66E-70,0.339526894,0.974,0.881,1.49E-65,Myeloid,54458
CAPG,8.69E-70,0.311017992,0.52,0.192,1.94E-65,Myeloid,822
MLEC,1.48E-69,0.368680677,0.919,0.735,3.32E-65,Myeloid,9761
TFDP1,1.83E-68,0.331951359,0.866,0.586,4.09E-64,Myeloid,7027
GPATCH4,2.04E-68,0.34764342,0.798,0.513,4.56E-64,Myeloid,54865
MAPKAPK3,2.42E-68,0.312471851,0.896,0.645,5.42E-64,Myeloid,7867
NDUFB2,1.06E-67,0.288689728,0.987,0.931,2.36E-63,Myeloid,4708
FAM136A,2.17E-67,0.380019098,0.892,0.691,4.86E-63,Myeloid,84908
FAM49B,8.10E-67,0.333507013,0.847,0.552,1.81E-62,Myeloid,51571
ATP6V1B2,2.00E-66,0.288868876,0.692,0.351,4.47E-62,Myeloid,526
CD74,4.45E-66,0.470416511,0.352,0.101,9.96E-62,Myeloid,972
ISOC2,9.52E-66,0.347124348,0.919,0.704,2.13E-61,Myeloid,79763
PMAIP1,1.09E-65,0.27054501,0.601,0.26,2.44E-61,Myeloid,5366
SSU72,3.06E-65,0.333365171,0.96,0.871,6.84E-61,Myeloid,29101
MRPL33,4.55E-64,0.309515357,0.949,0.828,1.02E-59,Myeloid,9553
CHCHD7,5.66E-64,0.292336956,0.89,0.665,1.27E-59,Myeloid,79145
MRPL11,7.00E-64,0.31282995,0.943,0.798,1.57E-59,Myeloid,65003
AURKAIP1,1.48E-63,0.31020638,0.97,0.923,3.32E-59,Myeloid,54998
POLE4,1.92E-63,0.307016276,0.854,0.591,4.30E-59,Myeloid,56655
TMED3,7.18E-63,0.335244609,0.913,0.755,1.61E-58,Myeloid,23423
SDF4,4.22E-61,0.295112594,0.864,0.633,9.44E-57,Myeloid,51150
CCL3,4.87E-61,0.273749287,0.181,0.028,1.09E-56,Myeloid,6348
RWDD1,7.77E-61,0.314776851,0.962,0.849,1.74E-56,Myeloid,51389
SLC27A5,9.04E-61,0.280651772,0.758,0.454,2.02E-56,Myeloid,10998
ZNF593,8.44E-60,0.321338433,0.887,0.694,1.89E-55,Myeloid,51042
MRPL20,9.44E-60,0.321796475,0.964,0.88,2.11E-55,Myeloid,55052
MZT2B,1.19E-59,0.279843688,0.979,0.932,2.66E-55,Myeloid,80097
NDUFB10,3.96E-58,0.29195142,0.966,0.912,8.87E-54,Myeloid,4716
PTPMT1,5.74E-58,0.288666105,0.828,0.574,1.28E-53,Myeloid,114971
HEBP2,7.85E-58,0.312193198,0.887,0.688,1.76E-53,Myeloid,23593
POP7,1.97E-57,0.330956496,0.905,0.685,4.41E-53,Myeloid,10248
BRI3,2.49E-57,0.429326284,0.93,0.802,5.58E-53,Myeloid,25798
ALAS1,7.03E-55,0.30158196,0.552,0.251,1.57E-50,Myeloid,211
SDHB,1.60E-53,0.275511243,0.907,0.67,3.57E-49,Myeloid,6390
MRPS34,6.12E-53,0.331819818,0.951,0.866,1.37E-48,Myeloid,65993
COA6,1.58E-50,0.274902761,0.866,0.616,3.53E-46,Myeloid,388753
ATP5MC3,3.51E-50,0.274852859,0.994,0.96,7.86E-46,Myeloid,518
MRPL4,6.82E-50,0.297948734,0.898,0.717,1.53E-45,Myeloid,51073
TESC,4.27E-48,0.332661477,0.941,0.814,9.55E-44,Myeloid,54997
LRRFIP1,1.11E-47,0.268164201,0.877,0.66,2.48E-43,Myeloid,9208
PGP,1.58E-47,0.302434371,0.911,0.763,3.53E-43,Myeloid,283871
CENPX,2.67E-45,0.310700653,0.936,0.845,5.96E-41,Myeloid,201254
STOML2,9.08E-45,0.276649341,0.968,0.871,2.03E-40,Myeloid,30968
TFAM,1.52E-44,0.250792516,0.817,0.566,3.41E-40,Myeloid,7019
OGFRL1,3.18E-44,0.289087455,0.501,0.239,7.12E-40,Myeloid,79627
BOLA3,2.46E-43,0.29270899,0.915,0.782,5.49E-39,Myeloid,388962
SNHG25,2.91E-43,0.287183054,0.951,0.826,6.51E-39,Myeloid,105376843
MRPL57,4.98E-43,0.267429882,0.949,0.901,1.11E-38,Myeloid,78988
AK2,1.12E-42,0.260990083,0.888,0.665,2.50E-38,Myeloid,204
SRRM1,1.48E-42,0.250481185,0.951,0.868,3.32E-38,Myeloid,10250
DNPH1,6.55E-42,0.251354658,0.921,0.74,1.47E-37,Myeloid,10591
NOP16,3.89E-40,0.289061463,0.788,0.579,8.71E-36,Myeloid,51491
MANF,8.56E-40,0.32300139,0.909,0.75,1.92E-35,Myeloid,7873
SLC16A3,3.90E-36,0.322021987,0.921,0.739,8.73E-32,Myeloid,9123
CYCS,3.26E-33,0.276415398,0.968,0.918,7.29E-29,Myeloid,54205
FCGRT,1.19E-31,0.260377271,0.777,0.524,2.67E-27,Myeloid,2217
MRPL36,5.07E-31,0.258769898,0.881,0.74,1.14E-26,Myeloid,64979
PKIB,7.92E-31,0.335077945,0.805,0.598,1.77E-26,Myeloid,5570
B2M,1.11E-30,0.293604911,0.989,0.93,2.48E-26,Myeloid,567
MT2A,8.16E-30,0.318058108,0.938,0.768,1.83E-25,Myeloid,4502
CST7,4.35E-23,0.32863896,0.35,0.179,9.73E-19,Myeloid,8530
